antecedent,consequent,support,confidence,lift
{1},"{48,49}",0.102,0.196,1.029
{1},"{16,49}",0.115,0.221,1.040
{1},"{32,49}",0.100,0.193,1.114
{1},"{14,44}",0.157,0.302,1.066
{1},"{18,44}",0.155,0.298,1.099
{1},"{14,18,44}",0.123,0.237,1.119
{1},"{34,44}",0.139,0.268,1.075
{1},"{14,34,44}",0.112,0.216,1.105
{1},"{18,34,44}",0.111,0.213,1.132
{1},"{30,44}",0.117,0.226,1.043
{1},"{19,44}",0.117,0.225,1.057
{1},"{6,44}",0.116,0.223,1.087
{1},"{48,44}",0.103,0.198,1.064
{1},"{16,44}",0.109,0.210,1.073
{1},"{14,46}",0.152,0.292,1.047
{1},"{18,46}",0.154,0.297,1.060
{1},"{14,18,46}",0.119,0.229,1.065
{1},"{19,46}",0.112,0.216,1.048
{1},"{6,46}",0.120,0.232,1.099
{1},"{48,46}",0.104,0.200,1.055
{1},"{34,46}",0.145,0.279,1.104
{1},"{14,34,46}",0.110,0.212,1.105
{1},"{18,34,46}",0.114,0.219,1.127
{1},"{30,46}",0.128,0.246,1.091
{1},"{14,30,46}",0.101,0.194,1.109
{1},"{16,46}",0.111,0.214,1.091
{1},"{14,12}",0.155,0.299,1.072
{1},"{18,12}",0.157,0.302,1.109
{1},"{14,18,12}",0.124,0.239,1.108
{1},"{19,12}",0.115,0.221,1.083
{1},"{6,12}",0.113,0.218,1.079
{1},"{48,12}",0.103,0.198,1.087
{1},"{34,12}",0.141,0.271,1.140
{1},"{14,34,12}",0.112,0.216,1.149
{1},"{18,34,12}",0.115,0.222,1.186
{1},"{30,12}",0.123,0.237,1.105
{1},"{16,12}",0.118,0.228,1.134
{1},"{14,28}",0.146,0.280,1.093
{1},"{18,28}",0.142,0.273,1.119
{1},"{14,18,28}",0.114,0.220,1.142
{1},"{34,28}",0.132,0.254,1.106
{1},"{14,34,28}",0.105,0.203,1.136
{1},"{18,34,28}",0.101,0.195,1.153
{1},"{30,28}",0.114,0.220,1.122
{1},"{19,28}",0.111,0.214,1.129
{1},"{6,28}",0.111,0.214,1.095
{1},"{16,28}",0.104,0.201,1.071
{1},"{14,42}",0.127,0.245,1.048
{1},"{18,42}",0.126,0.243,1.085
{1},"{14,18,42}",0.100,0.193,1.118
{1},"{34,42}",0.115,0.222,1.063
{1},"{30,42}",0.102,0.196,1.044
{1},"{14,39}",0.132,0.254,1.082
{1},"{34,39}",0.119,0.229,1.094
{1},"{30,39}",0.112,0.216,1.118
{1},"{18,39}",0.128,0.246,1.076
{1},"{19,39}",0.106,0.205,1.151
{1},"{14,21}",0.131,0.252,1.085
{1},"{18,21}",0.132,0.254,1.139
{1},"{14,18,21}",0.103,0.198,1.131
{1},"{34,21}",0.118,0.228,1.161
{1},"{30,21}",0.103,0.199,1.092
{1},"{19,21}",0.102,0.196,1.125
{1},"{6,21}",0.107,0.205,1.146
{1},"{14,15}",0.119,0.229,1.037
{1},"{18,15}",0.119,0.230,1.032
{1},"{34,15}",0.108,0.207,1.029
{1},"{30,15}",0.104,0.200,1.082
{1},"{14,0}",0.117,0.225,1.060
{1},"{18,0}",0.113,0.218,1.059
{1},"{34,0}",0.106,0.205,1.106
{1},"{14,11}",0.110,0.212,1.063
{1},"{18,11}",0.120,0.231,1.128
{1},"{34,11}",0.114,0.219,1.155
{1},"{14,29}",0.111,0.214,1.065
{1},"{18,29}",0.114,0.220,1.038
{1},"{34,29}",0.100,0.193,1.073
{1},"{14,2}",0.116,0.223,1.103
{1},"{18,2}",0.118,0.228,1.125
{1},"{34,2}",0.112,0.215,1.151
{1},"{14,20}",0.117,0.226,1.101
{1},"{18,20}",0.118,0.227,1.124
{1},"{34,20}",0.109,0.211,1.190
{1},"{14,38}",0.117,0.225,1.103
{1},"{18,38}",0.115,0.222,1.128
{1},"{34,38}",0.108,0.208,1.161
{16},{14},0.380,0.740,1.032
{16},{18},0.369,0.718,1.019
{16},{34},0.332,0.648,1.011
{16},{30},0.290,0.565,1.003
{16},{19},0.286,0.558,1.034
{16},{6},0.278,0.542,1.028
{16},{1},0.278,0.541,1.041
{16},{48},0.248,0.483,1.009
{16},{32},0.224,0.436,1.057
{16},{26},0.222,0.432,1.048
{16},{4},0.204,0.398,1.003
{16},{49},0.212,0.414,1.064
{16},{44},0.196,0.381,1.021
{16},{46},0.197,0.383,1.028
{16},{12},0.201,0.391,1.071
{16},{28},0.188,0.365,1.067
{16},{42},0.170,0.330,1.041
{16},{39},0.170,0.331,1.047
{16},{21},0.166,0.324,1.058
{16},{15},0.163,0.319,1.044
{16},{0},0.154,0.300,1.057
{16},{11},0.154,0.300,1.063
{16},{29},0.153,0.298,1.065
{16},{2},0.144,0.282,1.033
{16},{20},0.145,0.282,1.043
{16},{38},0.143,0.278,1.035
{16},{3},0.123,0.240,1.007
{16},{37},0.132,0.257,1.106
{16},{5},0.121,0.236,1.040
{16},{35},0.113,0.220,0.995
{16},{24},0.120,0.233,1.098
{16},{43},0.112,0.218,1.048
{16},{41},0.110,0.214,1.034
{16},{47},0.114,0.222,1.078
{16},"{14,18}",0.280,0.546,1.036
{16},"{14,34}",0.257,0.500,1.053
{16},"{18,34}",0.246,0.479,1.026
{16},"{14,18,34}",0.195,0.379,1.052
{16},"{14,30}",0.220,0.429,1.019
{16},"{18,30}",0.206,0.401,1.010
{16},"{14,18,30}",0.160,0.312,1.008
{16},"{34,30}",0.192,0.374,1.016
{16},"{14,34,30}",0.150,0.293,1.037
{16},"{14,18,34,30}",0.113,0.220,1.021
{16},"{18,34,30}",0.141,0.274,1.018
{16},"{14,19}",0.214,0.417,1.045
{16},"{18,19}",0.215,0.419,1.048
{16},"{14,18,19}",0.163,0.318,1.040
{16},"{34,19}",0.190,0.370,1.029
{16},"{14,34,19}",0.148,0.289,1.052
{16},"{14,18,34,19}",0.115,0.224,1.042
{16},"{18,34,19}",0.146,0.284,1.037
{16},"{30,19}",0.167,0.325,1.028
{16},"{14,30,19}",0.126,0.246,1.024
{16},"{18,30,19}",0.126,0.245,1.035
{16},"{34,30,19}",0.113,0.220,1.024
{16},"{14,6}",0.209,0.406,1.048
{16},"{18,6}",0.204,0.398,1.042
{16},"{14,18,6}",0.157,0.306,1.057
{16},"{34,6}",0.184,0.358,1.015
{16},"{14,34,6}",0.142,0.277,1.044
{16},"{14,18,34,6}",0.110,0.214,1.058
{16},"{18,34,6}",0.139,0.272,1.038
{16},"{30,6}",0.164,0.319,1.041
{16},"{14,30,6}",0.125,0.243,1.037
{16},"{18,30,6}",0.119,0.231,1.045
{16},"{34,30,6}",0.108,0.210,1.010
{16},"{19,6}",0.161,0.314,1.053
{16},"{14,19,6}",0.118,0.230,1.044
{16},"{18,19,6}",0.121,0.235,1.061
{16},"{34,19,6}",0.105,0.205,1.003
{16},"{14,1}",0.208,0.406,1.062
{16},"{18,1}",0.209,0.408,1.053
{16},"{14,18,1}",0.159,0.310,1.060
{16},"{34,1}",0.188,0.366,1.040
{16},"{14,34,1}",0.146,0.284,1.070
{16},"{14,18,34,1}",0.113,0.221,1.050
{16},"{18,34,1}",0.144,0.281,1.038
{16},"{30,1}",0.165,0.321,1.036
{16},"{14,30,1}",0.128,0.250,1.045
{16},"{18,30,1}",0.121,0.237,1.052
{16},"{34,30,1}",0.115,0.224,1.050
{16},"{19,1}",0.160,0.312,1.083
{16},"{14,19,1}",0.120,0.234,1.065
{16},"{18,19,1}",0.125,0.243,1.091
{16},"{34,19,1}",0.112,0.218,1.072
{16},"{6,1}",0.158,0.308,1.084
{16},"{14,6,1}",0.120,0.233,1.090
{16},"{18,6,1}",0.122,0.237,1.091
{16},"{34,6,1}",0.108,0.211,1.047
{16},"{14,48}",0.193,0.375,1.054
{16},"{18,48}",0.184,0.358,1.029
{16},"{14,18,48}",0.147,0.286,1.059
{16},"{34,48}",0.165,0.321,1.015
{16},"{14,34,48}",0.132,0.257,1.063
{16},"{14,18,34,48}",0.102,0.200,1.066
{16},"{18,34,48}",0.125,0.244,1.037
{16},"{30,48}",0.148,0.288,1.020
{16},"{14,30,48}",0.117,0.228,1.049
{16},"{18,30,48}",0.107,0.209,1.017
{16},"{34,30,48}",0.102,0.198,1.041
{16},"{19,48}",0.142,0.278,1.037
{16},"{14,19,48}",0.112,0.219,1.046
{16},"{18,19,48}",0.108,0.211,1.049
{16},"{6,48}",0.137,0.267,1.044
{16},"{14,6,48}",0.108,0.211,1.090
{16},"{18,6,48}",0.106,0.206,1.082
{16},"{1,48}",0.138,0.269,1.055
{16},"{14,1,48}",0.108,0.210,1.076
{16},"{18,1,48}",0.105,0.205,1.056
{16},"{14,32}",0.165,0.322,1.078
{16},"{34,32}",0.150,0.293,1.058
{16},"{14,34,32}",0.118,0.230,1.100
{16},"{18,34,32}",0.115,0.224,1.069
{16},"{30,32}",0.133,0.259,1.061
{16},"{14,30,32}",0.104,0.203,1.084
{16},"{19,32}",0.127,0.248,1.097
{16},"{6,32}",0.133,0.259,1.108
{16},"{1,32}",0.124,0.242,1.072
{16},"{48,32}",0.111,0.217,1.062
{16},"{18,32}",0.167,0.326,1.073
{16},"{14,18,32}",0.127,0.248,1.074
{16},"{14,26}",0.172,0.334,1.095
{16},"{18,26}",0.167,0.326,1.088
{16},"{14,18,26}",0.134,0.261,1.123
{16},"{34,26}",0.149,0.290,1.076
{16},"{14,34,26}",0.119,0.231,1.121
{16},"{18,34,26}",0.116,0.226,1.114
{16},"{30,26}",0.131,0.255,1.042
{16},"{14,30,26}",0.104,0.204,1.085
{16},"{6,26}",0.120,0.234,1.056
{16},"{19,26}",0.127,0.248,1.068
{16},"{1,26}",0.124,0.242,1.112
{16},"{48,26}",0.110,0.214,1.044
{16},"{14,4}",0.153,0.298,1.033
{16},"{18,4}",0.153,0.299,1.030
{16},"{14,18,4}",0.118,0.231,1.050
{16},"{34,4}",0.142,0.277,1.029
{16},"{14,34,4}",0.108,0.211,1.054
{16},"{18,34,4}",0.110,0.214,1.046
{16},"{30,4}",0.126,0.246,1.020
{16},"{19,4}",0.123,0.241,1.054
{16},"{6,4}",0.120,0.233,1.043
{16},"{1,4}",0.112,0.218,1.020
{16},"{48,4}",0.103,0.200,1.016
{16},"{14,49}",0.159,0.309,1.071
{16},"{18,49}",0.159,0.310,1.096
{16},"{14,18,49}",0.124,0.241,1.100
{16},"{34,49}",0.138,0.269,1.061
{16},"{14,34,49}",0.108,0.210,1.093
{16},"{18,34,49}",0.106,0.207,1.104
{16},"{30,49}",0.124,0.243,1.058
{16},"{19,49}",0.121,0.237,1.080
{16},"{6,49}",0.117,0.228,1.061
{16},"{1,49}",0.115,0.224,1.092
{16},"{48,49}",0.106,0.206,1.080
{16},"{14,44}",0.152,0.297,1.050
{16},"{18,44}",0.144,0.281,1.037
{16},"{14,18,44}",0.116,0.226,1.063
{16},"{34,44}",0.129,0.251,1.006
{16},"{14,34,44}",0.105,0.205,1.049
{16},"{30,44}",0.112,0.218,1.009
{16},"{19,44}",0.111,0.216,1.016
{16},"{6,44}",0.113,0.220,1.069
{16},"{1,44}",0.109,0.213,1.066
{16},"{14,46}",0.152,0.296,1.063
{16},"{18,46}",0.148,0.289,1.032
{16},"{14,18,46}",0.116,0.227,1.054
{16},"{19,46}",0.110,0.215,1.042
{16},"{6,46}",0.113,0.221,1.048
{16},"{1,46}",0.111,0.217,1.078
{16},"{34,46}",0.134,0.261,1.033
{16},"{14,34,46}",0.108,0.210,1.093
{16},"{18,34,46}",0.104,0.202,1.041
{16},"{30,46}",0.122,0.238,1.053
{16},"{14,12}",0.159,0.311,1.114
{16},"{18,12}",0.152,0.297,1.090
{16},"{14,18,12}",0.124,0.242,1.122
{16},"{19,12}",0.117,0.228,1.119
{16},"{6,12}",0.116,0.227,1.122
{16},"{1,12}",0.118,0.231,1.147
{16},"{48,12}",0.100,0.196,1.076
{16},"{34,12}",0.136,0.265,1.114
{16},"{14,34,12}",0.112,0.218,1.157
{16},"{18,34,12}",0.108,0.211,1.129
{16},"{30,12}",0.118,0.231,1.074
{16},"{14,28}",0.145,0.282,1.100
{16},"{18,28}",0.136,0.265,1.083
{16},"{14,18,28}",0.109,0.213,1.110
{16},"{34,28}",0.131,0.255,1.109
{16},"{14,34,28}",0.107,0.208,1.166
{16},"{30,28}",0.106,0.207,1.054
{16},"{19,28}",0.105,0.204,1.075
{16},"{6,28}",0.112,0.218,1.116
{16},"{1,28}",0.104,0.204,1.080
{16},"{14,42}",0.129,0.251,1.073
{16},"{18,42}",0.123,0.240,1.070
{16},"{34,42}",0.115,0.224,1.074
{16},"{14,39}",0.131,0.256,1.091
{16},"{34,39}",0.115,0.224,1.067
{16},"{30,39}",0.102,0.198,1.028
{16},"{18,39}",0.124,0.243,1.061
{16},"{14,21}",0.130,0.254,1.090
{16},"{18,21}",0.121,0.237,1.063
{16},"{34,21}",0.110,0.214,1.090
{16},"{30,21}",0.100,0.195,1.071
{16},"{6,21}",0.101,0.197,1.100
{16},"{14,15}",0.120,0.235,1.063
{16},"{18,15}",0.121,0.236,1.061
{16},"{34,15}",0.111,0.216,1.071
{16},"{14,0}",0.120,0.235,1.104
{16},"{18,0}",0.115,0.225,1.095
{16},"{34,0}",0.102,0.198,1.071
{16},"{14,11}",0.110,0.214,1.074
{16},"{18,11}",0.114,0.223,1.089
{16},"{34,11}",0.102,0.200,1.053
{16},"{14,29}",0.115,0.224,1.115
{16},"{18,29}",0.119,0.232,1.097
{16},"{14,2}",0.108,0.211,1.044
{16},"{18,2}",0.107,0.209,1.030
{16},"{14,20}",0.112,0.218,1.061
{16},"{18,20}",0.105,0.204,1.013
{16},"{14,38}",0.116,0.226,1.105
{16},"{18,38}",0.107,0.209,1.063
{16},"{14,37}",0.102,0.198,1.134
{48},{14},0.356,0.744,1.037
{48},{18},0.348,0.726,1.030
{48},{34},0.316,0.661,1.031
{48},{30},0.282,0.590,1.047
{48},{19},0.268,0.559,1.036
{48},{6},0.256,0.534,1.013
{48},{1},0.255,0.532,1.023
{48},{16},0.248,0.518,1.009
{48},{32},0.205,0.427,1.035
{48},{26},0.205,0.428,1.037
{48},{4},0.197,0.412,1.038
{48},{49},0.191,0.399,1.025
{48},{44},0.186,0.388,1.041
{48},{46},0.190,0.397,1.065
{48},{12},0.182,0.380,1.039
{48},{28},0.171,0.357,1.042
{48},{42},0.160,0.334,1.054
{48},{39},0.162,0.338,1.070
{48},{21},0.146,0.305,0.995
{48},{15},0.155,0.325,1.064
{48},{0},0.143,0.298,1.049
{48},{11},0.138,0.289,1.026
{48},{29},0.134,0.280,0.999
{48},{2},0.138,0.288,1.056
{48},{20},0.128,0.267,0.986
{48},{38},0.137,0.286,1.062
{48},{3},0.120,0.251,1.053
{48},{37},0.123,0.256,1.101
{48},{5},0.119,0.249,1.096
{48},{35},0.109,0.229,1.032
{48},{43},0.100,0.209,1.006
{48},{41},0.104,0.218,1.054
{48},{47},0.103,0.216,1.048
{48},"{14,18}",0.270,0.564,1.071
{48},"{14,34}",0.242,0.506,1.066
{48},"{18,34}",0.235,0.491,1.053
{48},"{14,18,34}",0.187,0.391,1.085
{48},"{14,30}",0.218,0.454,1.079
{48},"{18,30}",0.205,0.429,1.080
{48},"{14,18,30}",0.165,0.345,1.114
{48},"{34,30}",0.191,0.398,1.081
{48},"{14,34,30}",0.151,0.315,1.116
{48},"{14,18,34,30}",0.119,0.249,1.156
{48},"{18,34,30}",0.144,0.302,1.119
{48},"{14,19}",0.210,0.438,1.096
{48},"{18,19}",0.201,0.420,1.049
{48},"{14,18,19}",0.161,0.337,1.101
{48},"{34,19}",0.178,0.371,1.031
{48},"{14,34,19}",0.144,0.301,1.095
{48},"{14,18,34,19}",0.113,0.236,1.094
{48},"{18,34,19}",0.136,0.284,1.038
{48},"{30,19}",0.165,0.346,1.093
{48},"{14,30,19}",0.131,0.273,1.135
{48},"{14,18,30,19}",0.102,0.213,1.142
{48},"{18,30,19}",0.125,0.261,1.103
{48},"{34,30,19}",0.111,0.233,1.085
{48},"{14,6}",0.194,0.405,1.044
{48},"{18,6}",0.191,0.398,1.042
{48},"{14,18,6}",0.151,0.316,1.092
{48},"{34,6}",0.177,0.369,1.046
{48},"{14,34,6}",0.137,0.286,1.077
{48},"{14,18,34,6}",0.109,0.227,1.124
{48},"{18,34,6}",0.135,0.282,1.078
{48},"{30,6}",0.154,0.323,1.052
{48},"{14,30,6}",0.120,0.251,1.070
{48},"{18,30,6}",0.118,0.247,1.117
{48},"{34,30,6}",0.109,0.227,1.093
{48},"{19,6}",0.151,0.316,1.061
{48},"{14,19,6}",0.118,0.247,1.119
{48},"{18,19,6}",0.115,0.241,1.087
{48},"{34,19,6}",0.105,0.220,1.078
{48},"{14,1}",0.195,0.408,1.067
{48},"{18,1}",0.194,0.405,1.046
{48},"{14,18,1}",0.153,0.321,1.095
{48},"{34,1}",0.179,0.373,1.059
{48},"{14,34,1}",0.140,0.293,1.105
{48},"{14,18,34,1}",0.113,0.236,1.122
{48},"{18,34,1}",0.140,0.293,1.082
{48},"{30,1}",0.157,0.328,1.059
{48},"{14,30,1}",0.126,0.263,1.100
{48},"{18,30,1}",0.115,0.240,1.066
{48},"{34,30,1}",0.112,0.235,1.100
{48},"{19,1}",0.148,0.309,1.071
{48},"{14,19,1}",0.120,0.251,1.141
{48},"{18,19,1}",0.115,0.240,1.079
{48},"{34,19,1}",0.103,0.215,1.060
{48},"{6,1}",0.141,0.295,1.037
{48},"{14,6,1}",0.112,0.233,1.090
{48},"{18,6,1}",0.109,0.228,1.047
{48},"{34,6,1}",0.104,0.218,1.084
{48},"{14,16}",0.193,0.402,1.059
{48},"{18,16}",0.184,0.383,1.040
{48},"{14,18,16}",0.147,0.307,1.094
{48},"{34,16}",0.165,0.344,1.036
{48},"{14,34,16}",0.132,0.276,1.075
{48},"{14,18,34,16}",0.102,0.214,1.100
{48},"{18,34,16}",0.125,0.261,1.064
{48},"{30,16}",0.148,0.309,1.065
{48},"{14,30,16}",0.117,0.245,1.111
{48},"{18,30,16}",0.107,0.224,1.088
{48},"{34,30,16}",0.102,0.213,1.108
{48},"{6,16}",0.137,0.286,1.029
{48},"{14,6,16}",0.108,0.226,1.086
{48},"{18,6,16}",0.106,0.221,1.082
{48},"{19,16}",0.142,0.298,1.039
{48},"{14,19,16}",0.112,0.235,1.096
{48},"{18,19,16}",0.108,0.226,1.051
{48},"{1,16}",0.138,0.288,1.037
{48},"{14,1,16}",0.108,0.225,1.081
{48},"{18,1,16}",0.105,0.220,1.049
{48},"{14,32}",0.153,0.320,1.069
{48},"{34,32}",0.141,0.294,1.061
{48},"{14,34,32}",0.109,0.227,1.086
{48},"{18,34,32}",0.107,0.224,1.073
{48},"{30,32}",0.123,0.257,1.051
{48},"{19,32}",0.114,0.238,1.055
{48},"{6,32}",0.116,0.243,1.038
{48},"{1,32}",0.113,0.236,1.047
{48},"{18,32}",0.152,0.317,1.044
{48},"{14,18,32}",0.120,0.251,1.088
{48},"{16,32}",0.111,0.233,1.040
{48},"{14,26}",0.156,0.327,1.070
{48},"{18,26}",0.152,0.318,1.062
{48},"{14,18,26}",0.120,0.252,1.083
{48},"{34,26}",0.135,0.283,1.049
{48},"{14,34,26}",0.108,0.226,1.093
{48},"{18,34,26}",0.104,0.217,1.070
{48},"{30,26}",0.126,0.263,1.074
{48},"{6,26}",0.110,0.231,1.041
{48},"{16,26}",0.110,0.229,1.033
{48},"{19,26}",0.119,0.249,1.073
{48},"{1,26}",0.110,0.231,1.060
{48},"{14,4}",0.148,0.310,1.073
{48},"{18,4}",0.148,0.310,1.068
{48},"{14,18,4}",0.115,0.241,1.097
{48},"{34,4}",0.139,0.291,1.082
{48},"{14,34,4}",0.108,0.226,1.129
{48},"{18,34,4}",0.109,0.228,1.114
{48},"{30,4}",0.123,0.256,1.062
{48},"{19,4}",0.116,0.242,1.060
{48},"{6,4}",0.112,0.233,1.043
{48},"{1,4}",0.109,0.229,1.070
{48},"{16,4}",0.103,0.215,1.051
{48},"{14,49}",0.146,0.306,1.059
{48},"{18,49}",0.140,0.293,1.037
{48},"{14,18,49}",0.112,0.235,1.071
{48},"{34,49}",0.130,0.272,1.074
{48},"{14,34,49}",0.101,0.211,1.099
{48},"{30,49}",0.120,0.252,1.097
{48},"{19,49}",0.108,0.226,1.033
{48},"{6,49}",0.109,0.228,1.062
{48},"{1,49}",0.102,0.213,1.041
{48},"{16,49}",0.106,0.221,1.041
{48},"{14,44}",0.145,0.302,1.069
{48},"{18,44}",0.136,0.284,1.047
{48},"{14,18,44}",0.111,0.231,1.090
{48},"{34,44}",0.127,0.266,1.064
{48},"{14,34,44}",0.102,0.213,1.092
{48},"{30,44}",0.114,0.238,1.097
{48},"{19,44}",0.109,0.229,1.075
{48},"{1,44}",0.103,0.215,1.076
{48},"{14,46}",0.145,0.302,1.084
{48},"{18,46}",0.146,0.306,1.091
{48},"{14,18,46}",0.115,0.240,1.114
{48},"{19,46}",0.105,0.219,1.063
{48},"{6,46}",0.108,0.225,1.067
{48},"{1,46}",0.104,0.217,1.079
{48},"{34,46}",0.130,0.272,1.075
{48},"{14,34,46}",0.102,0.214,1.113
{48},"{18,34,46}",0.102,0.214,1.102
{48},"{30,46}",0.120,0.252,1.114
{48},"{14,12}",0.141,0.294,1.054
{48},"{18,12}",0.140,0.293,1.076
{48},"{14,18,12}",0.113,0.236,1.096
{48},"{19,12}",0.108,0.225,1.104
{48},"{6,12}",0.106,0.222,1.096
{48},"{1,12}",0.103,0.215,1.067
{48},"{34,12}",0.122,0.254,1.071
{48},"{30,12}",0.114,0.238,1.109
{48},"{16,12}",0.100,0.210,1.044
{48},"{14,28}",0.131,0.273,1.065
{48},"{18,28}",0.125,0.261,1.070
{48},"{34,28}",0.120,0.252,1.094
{48},"{30,28}",0.100,0.210,1.069
{48},"{14,42}",0.121,0.252,1.079
{48},"{18,42}",0.117,0.245,1.091
{48},"{34,42}",0.105,0.220,1.051
{48},"{14,39}",0.125,0.261,1.116
{48},"{34,39}",0.109,0.229,1.091
{48},"{30,39}",0.104,0.218,1.131
{48},"{18,39}",0.120,0.252,1.101
{48},"{14,21}",0.116,0.243,1.046
{48},"{18,21}",0.108,0.225,1.011
{48},"{14,15}",0.113,0.237,1.073
{48},"{18,15}",0.114,0.238,1.068
{48},"{34,15}",0.104,0.218,1.082
{48},"{14,0}",0.111,0.231,1.089
{48},"{18,0}",0.108,0.226,1.098
{48},"{14,11}",0.101,0.210,1.056
{48},"{18,11}",0.104,0.217,1.058
{48},"{14,29}",0.101,0.212,1.053
{48},"{18,29}",0.104,0.217,1.028
{48},"{14,2}",0.104,0.217,1.077
{48},"{18,2}",0.107,0.223,1.101
{48},"{14,38}",0.105,0.220,1.075
{48},"{18,38}",0.101,0.212,1.076
{32},{14},0.299,0.725,1.012
{32},{18},0.304,0.736,1.043
{32},{34},0.277,0.672,1.049
{32},{30},0.245,0.593,1.052
{32},{19},0.226,0.547,1.014
{32},{6},0.234,0.568,1.076
{32},{1},0.226,0.546,1.051
{32},{16},0.224,0.542,1.057
{32},{48},0.205,0.496,1.035
{32},{26},0.170,0.411,0.998
{32},{4},0.169,0.408,1.029
{32},{49},0.173,0.419,1.077
{32},{44},0.164,0.398,1.066
{32},{46},0.163,0.395,1.062
{32},{12},0.148,0.359,0.982
{32},{28},0.148,0.359,1.048
{32},{42},0.138,0.334,1.052
{32},{39},0.130,0.314,0.995
{32},{21},0.130,0.316,1.031
{32},{15},0.131,0.317,1.038
{32},{0},0.121,0.294,1.035
{32},{11},0.125,0.304,1.078
{32},{29},0.120,0.290,1.035
{32},{2},0.121,0.293,1.076
{32},{20},0.112,0.272,1.007
{32},{38},0.114,0.276,1.028
{32},{3},0.104,0.251,1.055
{32},"{14,18}",0.231,0.559,1.060
{32},"{14,34}",0.209,0.507,1.068
{32},"{18,34}",0.209,0.507,1.087
{32},"{14,18,34}",0.164,0.399,1.106
{32},"{14,30}",0.187,0.454,1.077
{32},"{18,30}",0.176,0.427,1.076
{32},"{14,18,30}",0.140,0.340,1.099
{32},"{34,30}",0.170,0.411,1.116
{32},"{14,34,30}",0.134,0.324,1.148
{32},"{14,18,34,30}",0.103,0.249,1.153
{32},"{18,34,30}",0.125,0.304,1.127
{32},"{14,19}",0.169,0.409,1.024
{32},"{18,19}",0.176,0.426,1.066
{32},"{14,18,19}",0.137,0.331,1.084
{32},"{34,19}",0.158,0.384,1.068
{32},"{14,34,19}",0.121,0.293,1.067
{32},"{18,34,19}",0.126,0.305,1.113
{32},"{30,19}",0.138,0.335,1.058
{32},"{14,30,19}",0.107,0.259,1.075
{32},"{18,30,19}",0.107,0.260,1.099
{32},"{14,6}",0.173,0.418,1.078
{32},"{18,6}",0.176,0.427,1.118
{32},"{14,18,6}",0.134,0.326,1.125
{32},"{34,6}",0.160,0.388,1.101
{32},"{14,34,6}",0.122,0.295,1.112
{32},"{18,34,6}",0.124,0.302,1.151
{32},"{30,6}",0.144,0.349,1.139
{32},"{14,30,6}",0.112,0.272,1.158
{32},"{18,30,6}",0.105,0.255,1.149
{32},"{34,30,6}",0.100,0.243,1.171
{32},"{19,6}",0.132,0.320,1.073
{32},"{18,19,6}",0.105,0.255,1.148
{32},"{14,1}",0.166,0.402,1.052
{32},"{18,1}",0.176,0.426,1.101
{32},"{14,18,1}",0.134,0.325,1.111
{32},"{34,1}",0.163,0.395,1.121
{32},"{14,34,1}",0.125,0.303,1.141
{32},"{14,18,34,1}",0.103,0.251,1.190
{32},"{18,34,1}",0.130,0.314,1.162
{32},"{30,1}",0.141,0.343,1.106
{32},"{14,30,1}",0.109,0.265,1.110
{32},"{18,30,1}",0.106,0.256,1.140
{32},"{34,30,1}",0.105,0.254,1.189
{32},"{19,1}",0.126,0.306,1.060
{32},"{18,19,1}",0.102,0.247,1.110
{32},"{6,1}",0.132,0.319,1.123
{32},"{18,6,1}",0.105,0.255,1.171
{32},"{14,16}",0.165,0.401,1.056
{32},"{18,16}",0.167,0.405,1.098
{32},"{14,18,16}",0.127,0.308,1.099
{32},"{34,16}",0.150,0.365,1.097
{32},"{14,34,16}",0.118,0.286,1.115
{32},"{18,34,16}",0.115,0.278,1.132
{32},"{30,16}",0.133,0.323,1.112
{32},"{14,30,16}",0.104,0.252,1.145
{32},"{6,16}",0.133,0.323,1.159
{32},"{19,16}",0.127,0.308,1.076
{32},"{1,16}",0.124,0.301,1.083
{32},"{14,48}",0.153,0.371,1.042
{32},"{18,48}",0.152,0.368,1.058
{32},"{14,18,48}",0.120,0.291,1.077
{32},"{34,48}",0.141,0.341,1.079
{32},"{14,34,48}",0.109,0.264,1.088
{32},"{18,34,48}",0.107,0.260,1.107
{32},"{30,48}",0.123,0.298,1.057
{32},"{19,48}",0.114,0.276,1.033
{32},"{6,48}",0.116,0.282,1.102
{32},"{1,48}",0.113,0.274,1.076
{32},"{16,48}",0.111,0.270,1.089
{32},"{14,26}",0.125,0.302,0.990
{32},"{18,26}",0.128,0.310,1.037
{32},"{14,18,26}",0.100,0.243,1.044
{32},"{34,26}",0.119,0.289,1.070
{32},"{30,26}",0.103,0.249,1.018
{32},"{6,26}",0.100,0.243,1.095
{32},"{14,4}",0.124,0.302,1.044
{32},"{18,4}",0.127,0.307,1.058
{32},"{34,4}",0.119,0.288,1.069
{32},"{30,4}",0.104,0.251,1.041
{32},"{6,4}",0.102,0.247,1.101
{32},"{14,49}",0.129,0.314,1.086
{32},"{18,49}",0.132,0.321,1.134
{32},"{14,18,49}",0.104,0.252,1.151
{32},"{34,49}",0.114,0.277,1.093
{32},"{30,49}",0.103,0.249,1.086
{32},"{6,49}",0.100,0.243,1.134
{32},"{1,49}",0.100,0.243,1.184
{32},"{14,44}",0.123,0.297,1.051
{32},"{18,44}",0.121,0.293,1.083
{32},"{34,44}",0.115,0.278,1.114
